ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
3298,M,S,2,63152.6,63.173333,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
3300,M,S,2,72084.7,55.64,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48311609,
3301,F,S,0,42760.5,46.0,U,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
3302,F,S,1,49072.0,70.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
3303,F,M,0,27371.8,61.0,M,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
3306,M,M,0,71472.9,41.913333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.72575906,
3307,M,M,0,95405.7,46.506667,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.51219512,
3308,M,S,0,95786.8,57.553333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q3 2021,0.61336955,
3310,M,S,0,90321.6,39.0,U,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Korea,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
3542,M,S,2,63152.6,63.173333,M,Repeat Buyer,LOW VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Korea,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
3544,M,S,2,72084.7,55.64,M,Visitor,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.44535634,
3545,F,S,0,42760.5,61.0,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
3546,F,S,1,49072.0,55.0,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
3547,F,M,0,27371.8,52.0,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
3550,M,M,1,71472.9,41.913333,U,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
3551,M,M,0,95405.7,46.506667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
3552,M,S,0,95786.8,57.553333,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.72138608,
3554,M,S,0,90321.6,55.113333,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.50698439,
3555,M,S,1,90478.6,54.553333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q3 2021,0.61336955,
3556,F,M,2,56187.0,43.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
3716,M,M,2,45429.7,61.713333,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Korea,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
3717,M,M,0,67388.0,53.12,M,Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
3718,M,M,0,84166.1,54.013333,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q3 2021,0.42250716,
3719,M,M,2,59613.1,34.32,M,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
3720,M,M,2,21416.5,35.653333,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
3721,M,M,2,45429.7,61.713333,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Korea,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
36,F,S,1,17540.7,62.786667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
37,F,M,0,83891.9,61.02,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
38,F,M,2,28220.8,38.766667,M,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
40,F,S,0,28589.1,15.6,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48311609,
42,F,M,2,5237.63,48.753333,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
45,M,S,2,89459.9,53.28,U,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
48,F,S,1,13576.5,39.426667,U,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
52,F,M,2,67388.0,53.12,U,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
53,F,M,1,57063.0,52.333333,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.72575906,
54,F,M,2,84166.1,54.013333,S,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.51219512,
60,F,S,1,7737.94,42.666667,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
61,M,S,2,100020.0,50.0,M,Visitor,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
62,F,M,2,45287.6,29.026667,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.44535634,
63,F,M,2,59613.1,34.32,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
65,F,S,1,16326.7,50.613333,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q3 2021,0.42250716,
68,F,S,2,9559.78,51.38,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
71,F,M,2,42031.8,50.753333,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48311609,
73,F,M,2,83284.1,28.42,M,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
74,M,M,1,39229.1,26.26,U,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
75,F,S,0,68427.4,42.393333,S,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
229,F,S,0,27498.1,42.0,S,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
231,F,M,2,21419.9,59.833333,M,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.44535634,
232,F,M,2,30665.2,22.88,M,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48311609,
233,F,M,1,66000.0,63.353333,M,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.44845066,
234,F,M,2,50561.3,52.0,M,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
236,F,S,2,23464.0,70.0,M,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
237,F,M,2,194.57,42.0,S,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
238,F,M,1,98680.4,55.0,M,Repeat Buyer,HIGH VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.72575906,
239,M,M,1,65619.7,46.0,M,Product Viewer,HIGH VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.51219512,
240,F,M,1,95620.3,52.0,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q3 2021,0.61336955,
241,F,S,0,85275.0,47.0,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,China,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.7680462,
746,F,M,2,50561.3,46.0,U,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
748,F,S,2,23464.0,61.0,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
749,F,M,2,194.57,47.0,M,Visitor,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q3 2021,0.42250716,
750,F,M,1,98680.4,46.0,M,Repeat Buyer,LOW VALUE,MARRIED MEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
751,M,M,0,65619.7,52.646667,S,Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48855411,
752,F,M,1,95620.3,47.0,M,Buyer,MEDIUM VALUE,MARRIED WOMEN,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
753,F,S,0,85275.0,62.0,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
754,F,M,1,66921.4,46.0,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.73154362,
814,M,M,2,67339.8,17.006667,U,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
816,M,M,1,75799.9,46.38,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q3 2021,0.47786745,
817,F,S,2,15688.5,53.06,U,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
818,F,S,0,43382.3,16.073333,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.73154362,
820,F,S,0,5185.31,62.053333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.52191235,
821,F,D,1,13011.4,16.06,M,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.77047619,
1062,F,M,2,28220.8,38.766667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
1064,F,S,0,28589.1,15.6,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
1066,F,M,2,5237.63,48.753333,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.4511865,
1069,M,S,2,89459.9,53.28,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q3 2021,0.42250716,
1072,F,S,1,13576.5,39.426667,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48311609,
1073,F,S,0,81710.9,58.54,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.45672749,
1076,F,M,2,67388.0,53.12,U,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Course Pro Putter,2021,Q3 2021,0.51695502,
1077,F,M,1,57063.0,52.333333,M,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
1078,F,M,2,84166.1,54.013333,U,Buyer,MEDIUM VALUE,MARRIED MEN,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q3 2021,0.45933212,
1079,F,S,0,45612.9,14.3,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q3 2021,0.73154362,
1084,F,S,1,7737.94,42.666667,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.52191235,
1085,M,S,2,120000.0,42.0,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q3 2021,0.61336955,
1086,F,M,2,45287.6,29.026667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q3 2021,0.77047619,
1225,M,M,0,78572.2,42.346667,M,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
1226,M,M,1,3933.74,17.86,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
1227,F,M,2,48238.8,34.706667,S,Visitor,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.44535634,
1229,F,M,0,28770.9,12.34,M,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
1230,F,M,2,87578.2,53.366667,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q3 2021,0.48855411,
1231,F,M,2,86695.4,13.906667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q3 2021,0.45425758,
1233,F,S,2,76791.2,43.0,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2021,Q3 2021,0.50617284,
1237,F,S,1,30763.8,14.193333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q3 2021,0.52191235,
1238,F,M,2,3193.6,54.046667,U,Product Viewer,LOW VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Australia,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q3 2021,0.61336955,
1355,M,M,1,80000.0,39.0,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Netherlands,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q3 2021,0.49000785,
1356,F,S,2,3416.62,22.76,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Netherlands,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q3 2021,0.43751289,
1357,F,M,0,73069.1,55.633333,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Netherlands,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q3 2021,0.44535634,
1358,M,M,0,80000.0,53.213333,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Netherlands,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q3 2021,0.44955007,
1359,F,M,2,8032.16,45.666667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Netherlands,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q3 2021,0.42250716,
